ID,Name,Description,Contributor,Citation,Language_ID,Contribution_Type,Creator,Year,Contribution_Date,License,Copyright,URL,Source
northtairoraa,Bible in North Tairora,"The Bible, translated into North Tairora.",ebible.org,Wycliffe Bible Translators (1986): Isuva Soqe Uva Kuama [The Bible in North Tairora]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tbg-a_html.zip,,Primary texts,Wycliffe Bible Translators,1986,2012-11-24,CCBYNCND-4.0,"Copyright © 1986 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tbg-a_html.zip,CLD-Bible-northtairoraa
northtairora,Bible in North Tairora,"The Bible, translated into North Tairora.",ebible.org,Wycliffe Bible Translators (1979): Kotira Uva [The Bible in North Tairora]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tbg_html.zip,,Primary texts,Wycliffe Bible Translators,1979,2021-05-26,CCBYNCND-4.0,"Copyright © 1979, 1994, 2005, 2008, 2009, 2012 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tbg_html.zip,CLD-Bible-northtairora
calamiantagbanwa,Bible in Calamian Tagbanwa,"The Bible, translated into Calamian Tagbanwa.",ebible.org,"Wycliffe Bible Translators, Inc. (2008): Yang Baklung Ipinagpakigpaig̱u [The Bible in Calamian Tagbanwa]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tbk_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2008,2020-11-30,All rights reserved,"Copyright © 2008 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tbk_html.zip,CLD-Bible-calamiantagbanwa
tbolint,Bible in Tboli,"The Bible, translated into Tboli.",ebible.org,"Wycliffe Bible Translators, Inc. (2007): Udél dwata: gna kesfasad ne lomi kesfasad [The Bible in Tboli]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tblNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2007,2014-04-30,CCBYNCND-4.0,"Copyright © 2007 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tblNT_html.zip,CLD-Bible-tbolint
tawala,Bible in Tawala,"The Bible, translated into Tawala.",ebible.org,Wycliffe Bible Translators (1985): YAUBADA A WOGATALA WOUNA [The Bible in Tawala]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tbo_html.zip,,Primary texts,Wycliffe Bible Translators,1985,2014-06-24,CCBYNCND-4.0,"Copyright © 1985, 2014 Wycliffe Bible Translators, Inc. and Bible Society of Papua New Guinea",https://ebible.org/Scriptures/tbo_html.zip,CLD-Bible-tawala
ditammarisim,Bible in Ditammari,"The Bible, translated into Ditammari.",ebible.org,SIM (2001): Bibiri Kuyie Nnɑ́ɑǹtì Pɑ́tíri [The Bible in Ditammari]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tbzsim_html.zip,,Primary texts,SIM,2001,2022-05-31,CCBYND-4.0,Copyright © 2001 SIM International,https://ebible.org/Scriptures/tbzsim_html.zip,CLD-Bible-ditammarisim
ticunant,Bible in Ticuna,"The Bible, translated into Ticuna.",ebible.org,"Wycliffe Bible Translators, Inc. (2008): Tupanaarü Ore i Tórü Cori ya Ngechuchu ya Cristuchiga [The Bible in Ticuna]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tcaNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2008,2014-04-30,CCBYNCND-4.0,"Copyright © 2008 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tcaNT_html.zip,CLD-Bible-ticunant
torresstraitlockhartrivercreole,Bible in Torres Strait-Lockhart River Creole,"The Bible, translated into Torres Strait-Lockhart River Creole.",ebible.org, (2016): Baibol Tores Streit Yumplatok [The Bible in Torres Strait-Lockhart River Creole]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tcs_html.zip,,Primary texts,,2016,2024-04-12,CCBYNCND-4.0,Copyright © 2016 Wycliffe Bible Translators,https://ebible.org/Scriptures/tcs_html.zip,CLD-Bible-torresstraitlockhartrivercreole
thadochinchongthu,Bible in Thado Chin,"The Bible, translated into Thado Chin.",ebible.org, (2020): PATHEN LEKHABU THENG [The Bible in Thado Chin]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tczchongthu_html.zip,,Primary texts,,2020,2024-04-22,CCBYSA,Copyright © 2020 Chongthu Bible Translation Team,https://ebible.org/Scriptures/tczchongthu_html.zip,CLD-Bible-thadochinchongthu
tetundili,Bible in Tetun Dili,"The Bible, translated into Tetun Dili.",ebible.org,Biblia ba Ema Hotu (2021): Testamentu Foun ba Ema Hotu [The Bible in Tetun Dili]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tdt_html.zip,,Primary texts,Biblia ba Ema Hotu,2021,2024-05-06,CCBYND-4.0,Copyright © 2021 Biblia ba Ema Hotu,https://ebible.org/Scriptures/tdt_html.zip,CLD-Bible-tetundili
tandroymalagasy,Bible in Tandroy Malagasy,"The Bible, translated into Tandroy Malagasy.",ebible.org, (2023): Saontsin’ Añahare [The Bible in Tandroy Malagasy]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tdx_html.zip,,Primary texts,,2023,2024-04-26,CCBYSA,Copyright © 2023 Steve Lellelid,https://ebible.org/Scriptures/tdx_html.zip,CLD-Bible-tandroymalagasy
tepokrumen,Bible in Tepo Krumen,"The Bible, translated into Tepo Krumen.",ebible.org,"Wycliffe Bible Translators, Inc. (2018): Nyɩsʋa a =hapʋtitie [The Bible in Tepo Krumen]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ted_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2018,2020-12-01,All rights reserved,"Copyright © 2018 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ted_html.zip,CLD-Bible-tepokrumen
huehuetlatepehuant,Bible in Huehuetla Tepehua,"The Bible, translated into Huehuetla Tepehua.",ebible.org,"Wycliffe Bible Translators, Inc. (1976): Ixchivinti Dios [The Bible in Huehuetla Tepehua]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/teeNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1976,2014-04-30,CCBYNCND-4.0,"Copyright © 1976 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/teeNT_html.zip,CLD-Bible-huehuetlatepehuant
telugu2010,Bible in Telugu,"The Bible, translated into Telugu.",ebible.org,World Bible Translaton Center (1992): హోలీ బైబిల్ [The Bible in Telugu]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tel2010_html.zip,,Primary texts,World Bible Translaton Center,1992,2013-11-06,All rights reserved,Copyright © 1992-2010 World Bible Translation Center,https://ebible.org/Scriptures/tel2010_html.zip,CLD-Bible-telugu2010
telugu2017,Bible in Telugu,"The Bible, translated into Telugu.",ebible.org,Bridge Connectivity Solutions (2017): ఇండియన్ రివైజ్డ్ వెర్షన్ (IRV) - తెలుగు -2019 [The Bible in Telugu]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tel2017_html.zip,,Primary texts,Bridge Connectivity Solutions,2017,2020-02-11,CCBYSA,"Copyright © 2017, 2019 Bridge Connectivity Solutions",https://ebible.org/Scriptures/tel2017_html.zip,CLD-Bible-telugu2017
terenakinikinaochanent,Bible in Terena-Kinikinao-Chane,"The Bible, translated into Terena-Kinikinao-Chane.",ebible.org,"Wycliffe Bible Translators, Inc. (2012): Emo'u Itukó'oviti [The Bible in Terena-Kinikinao-Chane]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/terNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2012,2014-04-30,CCBYNCND-4.0,"Copyright © 2012 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/terNT_html.zip,CLD-Bible-terenakinikinaochanent
tetum,Bible in Tetum,"The Bible, translated into Tetum.",ebible.org,Wycliffe Bible Translators (2013): Tetun Alkitab [The Bible in Tetum]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tet_html.zip,,Primary texts,Wycliffe Bible Translators,2013,2022-03-11,CCBYND-4.0,Copyright © 2013 Unit Bahasa dan Budaya,https://ebible.org/Scriptures/tet_html.zip,CLD-Bible-tetum
riograndetewa,Bible in Rio Grande Tewa,"The Bible, translated into Rio Grande Tewa.",ebible.org,Wycliffe Bible Translators (2012): Naˀinbí Sedó Yôesiví Tu̖u̖ / Nanbí Sedó Jôesiví Tun [The Bible in Rio Grande Tewa]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tew_html.zip,,Primary texts,Wycliffe Bible Translators,2012,2015-03-17,CCBYNCND-4.0,"Copyright © 2012 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tew_html.zip,CLD-Bible-riograndetewa
teribentpo,Bible in Teribe,"The Bible, translated into Teribe.",ebible.org,"Wycliffe Bible Translators, Inc. (2008): Sbö Tjl̈õkwo [The Bible in Teribe]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tfrNTpo_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2008,2014-04-30,CCBYNCND-4.0,"Copyright © 2008 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tfrNTpo_html.zip,CLD-Bible-teribentpo
tagin,Bible in Tagin,"The Bible, translated into Tagin.",ebible.org,The Word for the World International (2018): ANWNV GAMLV [The Bible in Tagin]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tgj_html.zip,,Primary texts,The Word for the World International,2018,2023-08-23,CCBY-4.0,Copyright © 2018 The Word for the World International,https://ebible.org/Scriptures/tgj_html.zip,CLD-Bible-tagin
tajik,Bible in Tajik,"The Bible, translated into Tajik.",ebible.org, (2010): Хушхабар [The Bible in Tajik]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tgk_html.zip,,Primary texts,,2010,2014-04-02,CCBYNCND-4.0,"Copyright © 2010, 2014 Фонди «Калом»",https://ebible.org/Scriptures/tgk_html.zip,CLD-Bible-tajik
tagalogulb,Bible in Tagalog,"The Bible, translated into Tagalog.",ebible.org,Door43 World Missions Community (2018): banal na Bibliya [The Bible in Tagalog]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tglulb_html.zip,,Primary texts,Door43 World Missions Community,2018,2020-06-10,CCBYSA,Copyright © 2018 Door43 World Missions Community,https://ebible.org/Scriptures/tglulb_html.zip,CLD-Bible-tagalogulb
sudest,Bible in Sudest,"The Bible, translated into Sudest.",ebible.org,Wycliffe Bible Translators (2014): Toto Thovuye Loi Ghalɨŋae [The Bible in Sudest]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tgo_html.zip,,Primary texts,Wycliffe Bible Translators,2014,2016-09-23,CCBYND-4.0,"Copyright © 2014 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tgo_html.zip,CLD-Bible-sudest
movono,Bible in Movono,"The Bible, translated into Movono.",ebible.org,Wycliffe Bible Translators (2010): Tangoa New Testament [The Bible in Movono]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tgp_html.zip,,Primary texts,Wycliffe Bible Translators,2010,2022-03-11,CCBYNCND-4.0,"Copyright © 2010 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tgp_html.zip,CLD-Bible-movono
thaikjv,Bible in Thai,"The Bible, translated into Thai.",ebible.org,Philip Pope (2003): พระคัมภีร์ภาษาไทยฉบับ KJV [The Bible in Thai]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/thaKJV_html.zip,,Primary texts,Philip Pope,2003,2022-04-15,CCBYNCND-4.0,Copyright © 2003 Philip Pope,https://ebible.org/Scriptures/thaKJV_html.zip,CLD-Bible-thaikjv
thaintv,Bible in Thai,"The Bible, translated into Thai.",ebible.org, (1998): ใหม่ฉบับภาษาไทย [The Bible in Thai]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/thantv_html.zip,,Primary texts,,1998,2021-01-04,All rights reserved,"Copyright © 1998, 2012, 2020 New Thai Version Foundation",https://ebible.org/Scriptures/thantv_html.zip,CLD-Bible-thaintv
thayore,Bible in Thayore,"The Bible, translated into Thayore.",ebible.org,Rev. Dr. Allen Harry Hall (1975): Kuuk Thayorre Bible Portions [The Bible in Thayore]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/thd_html.zip,,Primary texts,Rev. Dr. Allen Harry Hall,1975,2020-01-06,CCBY-4.0,"Copyright © 1975, 1983, 1990 Rev. Dr. Allen Harry Hall and Jollen Press",https://ebible.org/Scriptures/thd_html.zip,CLD-Bible-thayore
tahaggarttamahaq,Bible in Tahaggart Tamahaq,"The Bible, translated into Tahaggart Tamahaq.",ebible.org,"Wycliffe Bible Translators, Inc. (2020): Awal n Messineɣ s Tamahaq [The Bible in Tahaggart Tamahaq]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/thv_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2020,2020-11-30,All rights reserved,"Copyright © 2020 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/thv_html.zip,CLD-Bible-tahaggarttamahaq
tifal,Bible in Tifal,"The Bible, translated into Tifal.",ebible.org,Wycliffe Bible Translators (1998): God Ami Alokso Weng [The Bible in Tifal]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tif_html.zip,,Primary texts,Wycliffe Bible Translators,1998,2016-09-06,CCBYND-4.0,"Copyright © 1998 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tif_html.zip,CLD-Bible-tifal
timbe,Bible in Timbe,"The Bible, translated into Timbe.",ebible.org,Wycliffe Bible Translators (1987): Yusugât Pat Âlep Den [The Bible in Timbe]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tim_html.zip,,Primary texts,Wycliffe Bible Translators,1987,2012-10-23,CCBYNCND-4.0,"Copyright © 1987 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tim_html.zip,CLD-Bible-timbe
tiwi,Bible in Tiwi,"The Bible, translated into Tiwi.",ebible.org, (2000): Tiwi Bible [The Bible in Tiwi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tiw_html.zip,,Primary texts,,2000,2021-11-29,CCBYNCND-4.0,Copyright © 2000 Wycliffe Bible Translators,https://ebible.org/Scriptures/tiw_html.zip,CLD-Bible-tiwi
tiruray,Bible in Tiruray,"The Bible, translated into Tiruray.",ebible.org,Wycliffe Bible Translators (2002): I Fiyowe Uret [The Bible in Tiruray]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tiy_html.zip,,Primary texts,Wycliffe Bible Translators,2002,2015-03-17,CCBYNCND-4.0,"Copyright © 2002 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tiy_html.zip,CLD-Bible-tiruray
takwane,Bible in Takwane,"The Bible, translated into Takwane.",ebible.org,Wycliffe Bible Translators (2007): Takwane do Novo Testamento [The Bible in Takwane]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tke_html.zip,,Primary texts,Wycliffe Bible Translators,2007,2016-06-30,CCBYND-4.0,"Copyright © 2007-2009 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tke_html.zip,CLD-Bible-takwane
tsakhur,Bible in Tsakhur,"The Bible, translated into Tsakhur.",ebible.org,Institute for Bible Translation (2022): Tsakhur [The Bible in Tsakhur]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tkr_html.zip,,Primary texts,Institute for Bible Translation,2022,2023-04-18,CCBYSA,Copyright © 2022 Pioneer Bible Translators,https://ebible.org/Scriptures/tkr_html.zip,CLD-Bible-tsakhur
uppernecaxatotonacnt,Bible in Upper Necaxa Totonac,"The Bible, translated into Upper Necaxa Totonac.",ebible.org,"Wycliffe Bible Translators, Inc. (1999): Xasāstiʼ testamento (Xatze tachihuīn ixpālacata Jesucristo) [The Bible in Upper Necaxa Totonac]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tkuNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1999,2014-04-30,CCBYNCND-4.0,"Copyright © 1999 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tkuNT_html.zip,CLD-Bible-uppernecaxatotonacnt
telefol,Bible in Telefol,"The Bible, translated into Telefol.",ebible.org,Wycliffe Bible Translators (1988): GOD IMI WENG [The Bible in Telefol]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tlf_html.zip,,Primary texts,Wycliffe Bible Translators,1988,2012-11-24,CCBYNCND-4.0,"Copyright © 1988 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tlf_html.zip,CLD-Bible-telefol
talingabwisi,Bible in Talinga-Bwisi,"The Bible, translated into Talinga-Bwisi.",ebible.org,"Wycliffe Bible Translators, Inc. (2019): Ndaghaano Mpyaka Mu Lubwisi [The Bible in Talinga-Bwisi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tlj_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2019,2020-11-30,All rights reserved,"Copyright © 2019 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tlj_html.zip,CLD-Bible-talingabwisi
haruai,Bible in Haruai,"The Bible, translated into Haruai.",ebible.org,Wycliffe Bible Translators (2010): MÖNÖ KÖMÖ [The Bible in Haruai]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tmd_html.zip,,Primary texts,Wycliffe Bible Translators,2010,2021-05-07,CCBYNCND-4.0,"Copyright © 2010 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tmd_html.zip,CLD-Bible-haruai
tacanant,Bible in Tacana,"The Bible, translated into Tacana.",ebible.org,"Wycliffe Bible Translators, Inc. (2009): Diusu sa mimi [The Bible in Tacana]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tnaNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2009,2014-04-30,CCBYNCND-4.0,"Copyright © 2009 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tnaNT_html.zip,CLD-Bible-tacanant
tanimucaretuara,Bible in Tanimuca-Retuarã,"The Bible, translated into Tanimuca-Retuarã.",ebible.org,"Wycliffe Bible Translators, Inc. (2013): Tuᵽarã Majaroka [The Bible in Tanimuca-Retuarã]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tnc_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2013,2014-08-06,CCBYNCND-4.0,"Copyright © 2013 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tnc_html.zip,CLD-Bible-tanimucaretuara
kwamera,Bible in Kwamera,"The Bible, translated into Kwamera.",ebible.org,Wycliffe Bible Translators (2013): Nǝkukuǝ Ikinan [The Bible in Kwamera]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tnk_html.zip,,Primary texts,Wycliffe Bible Translators,2013,2019-06-18,CCBYNCND-4.0,"Copyright © 2013 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tnk_html.zip,CLD-Bible-kwamera
northtanna,Bible in North Tanna,"The Bible, translated into North Tanna.",ebible.org,Wycliffe Bible Translators (2010): North Tanna New Testament [The Bible in North Tanna]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tnn_html.zip,,Primary texts,Wycliffe Bible Translators,2010,2022-03-11,CCBYNCND-4.0,"Copyright © 2010 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tnn_html.zip,CLD-Bible-northtanna
whitesands,Bible in Whitesands,"The Bible, translated into Whitesands.",ebible.org,Wycliffe Bible Translators (2014): Nauəuə Asim Rəha Uhgɨn Nəmtətiən Vi [The Bible in Whitesands]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tnp_html.zip,,Primary texts,Wycliffe Bible Translators,2014,2022-03-11,CCBYNCND-4.0,"Copyright © 2014 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tnp_html.zip,CLD-Bible-whitesands
coyutlatotonacnt,Bible in Coyutla Totonac,"The Bible, translated into Coyutla Totonac.",ebible.org,"Wycliffe Bible Translators, Inc. (2006): Xasasti talacaxlan [The Bible in Coyutla Totonac]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tocNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2006,2014-04-30,CCBYNCND-4.0,"Copyright © 2006 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tocNT_html.zip,CLD-Bible-coyutlatotonacnt
toma,Bible in Toma,"The Bible, translated into Toma.",ebible.org,Pioneer Bible Translators (2013): GALA Sɛʋɛi [The Bible in Toma]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tod_html.zip,,Primary texts,Pioneer Bible Translators,2013,2022-06-21,CCBYND-4.0,Copyright © 2013 Pioneer Bible Translators,https://ebible.org/Scriptures/tod_html.zip,CLD-Bible-toma
gizrra,Bible in Gizrra,"The Bible, translated into Gizrra.",ebible.org,"Wycliffe Bible Translators, Inc. (2019): Godón Buk [The Bible in Gizrra]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tof_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2019,2023-02-22,CCBYNCND-4.0,"Copyright © 2019 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tof_html.zip,CLD-Bible-gizrra
tojolabalnt,Bible in Tojolabal,"The Bible, translated into Tojolabal.",ebible.org,"Wycliffe Bible Translators, Inc. (1972): Ja yajcʼachil testamento sbaj ja cajualtic Jesucristo [The Bible in Tojolabal]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tojNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1972,2014-04-30,CCBYNCND-4.0,"Copyright © 1972 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tojNT_html.zip,CLD-Bible-tojolabalnt
tongatongaislands,Bible in Tonga (Tonga Islands),"The Bible, translated into Tonga (Tonga Islands).",ebible.org,James Baxley (): KO E TOHI TAPU KĀTOA [The Bible in Tonga (Tonga Islands)]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ton_html.zip,,Primary texts,James Baxley,,2022-03-11,Public Domain,public domain,https://ebible.org/Scriptures/ton_html.zip,CLD-Bible-tongatongaislands
xicotepecdejuareztotonacnt,Bible in Xicotepec De Juárez Totonac,"The Bible, translated into Xicotepec De Juárez Totonac.",ebible.org,"Wycliffe Bible Translators, Inc. (1978): Huan Xasāstiʼ testamento: Huan xatzey tachihuīn ixpālacata Jesucristo [The Bible in Xicotepec De Juárez Totonac]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tooNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1978,2014-04-30,CCBYNCND-4.0,"Copyright © 1978 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tooNT_html.zip,CLD-Bible-xicotepecdejuareztotonacnt
papantlatotonacnt,Bible in Papantla Totonac,"The Bible, translated into Papantla Totonac.",ebible.org,"Wycliffe Bible Translators, Inc. (1979): Xasasti talaccaxlan [The Bible in Papantla Totonac]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/topNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1979,2014-04-30,CCBYNCND-4.0,"Copyright © 1979 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/topNT_html.zip,CLD-Bible-papantlatotonacnt
highlandtotonacnt,Bible in Highland Totonac,"The Bible, translated into Highland Totonac.",ebible.org,"Wycliffe Bible Translators, Inc. (2009): Hua̱ xasa̱sti talacca̱xlan quinTla̱tican Jesucristo [The Bible in Highland Totonac]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tosNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2009,2014-04-30,CCBYNCND-4.0,"Copyright © 2009 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tosNT_html.zip,CLD-Bible-highlandtotonacnt
taupota,Bible in Taupota,"The Bible, translated into Taupota.",ebible.org,Wycliffe Bible Translators (2010): Taupota Mark [The Bible in Taupota]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tpa_html.zip,,Primary texts,Wycliffe Bible Translators,2010,2017-08-19,CCBYND-4.0,"Copyright © 2010 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tpa_html.zip,CLD-Bible-taupota
tokpisinotnt,Bible in Tok Pisin,"The Bible, translated into Tok Pisin.",ebible.org,The Bible Society of Papua New Guinea (1969): Buk Baibel long Tok Pisin [The Bible in Tok Pisin]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tpiOTNT_html.zip,,Primary texts,The Bible Society of Papua New Guinea,1969,2024-04-18,CCBYNCND-4.0,Copyright © 1969–2008 The Bible Society of Papua New Guinea,https://ebible.org/Scriptures/tpiOTNT_html.zip,CLD-Bible-tokpisinotnt
tokpisin,Bible in Tok Pisin,"The Bible, translated into Tok Pisin.",ebible.org,The Bible Society of Papua New Guinea (1969): Buk Baibel long Tok Pisin [The Bible in Tok Pisin]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tpi_html.zip,,Primary texts,The Bible Society of Papua New Guinea,1969,2024-04-18,CCBYNCND-4.0,Copyright © 1969–2008 The Bible Society of Papua New Guinea,https://ebible.org/Scriptures/tpi_html.zip,CLD-Bible-tokpisin
pisaflorestepehua,Bible in Pisaflores Tepehua,"The Bible, translated into Pisaflores Tepehua.",ebible.org,"Wycliffe Bible Translators, Inc. (2015): Ixchiwinti Dios [The Bible in Pisaflores Tepehua]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tpp_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2015,2020-11-30,All rights reserved,"Copyright © 2015 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tpp_html.zip,CLD-Bible-pisaflorestepehua
tlachichilcotepehuant,Bible in Tlachichilco Tepehua,"The Bible, translated into Tlachichilco Tepehua.",ebible.org,"Wycliffe Bible Translators, Inc. (2004): Ixchivinti Dios: ni sastʼi chivinti yu Dios jatʼatamakaul ixlapanakni laka lhimasipijni [The Bible in Tlachichilco Tepehua]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tptNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2004,2014-04-30,CCBYNCND-4.0,"Copyright © 2004 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tptNT_html.zip,CLD-Bible-tlachichilcotepehuant
tampuan,Bible in Tampuan,"The Bible, translated into Tampuan.",ebible.org,"Wycliffe Bible Translators, Inc. (2020): គម្ពីរ​ភាសា​ទំពួន [The Bible in Tampuan]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tpu_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2020,2020-11-28,All rights reserved,"Copyright © 2020 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tpu_html.zip,CLD-Bible-tampuan
acatepecmephaa,Bible in Acatepec Me'phaa,"The Bible, translated into Acatepec Me'phaa.",ebible.org,"Wycliffe Bible Translators, Inc. (2020): El libro de Jonas en Me'phaa Xma'iin (Teocuitlapa) [The Bible in Acatepec Me'phaa]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tpx_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2020,2020-11-18,All rights reserved,"Copyright © 2020 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tpx_html.zip,CLD-Bible-acatepecmephaa
tinputz,Bible in Tinputz,"The Bible, translated into Tinputz.",ebible.org,Wycliffe Bible Translators (2004): SOE A TOꞌTOꞌ [The Bible in Tinputz]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tpz_html.zip,,Primary texts,Wycliffe Bible Translators,2004,2013-01-08,CCBYNCND-4.0,"Copyright © 2004 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tpz_html.zip,CLD-Bible-tinputz
